Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Ticket
1,1,0,0.0,0,0,15.75,2,2,26.0
0,3,0,0.35,0,0,22.525,2,2,34001.0
1,3,0,0.325,0,0,56.4958,2,2,1601.0
1,3,0,0.3625,0,0,7.75,2,1,382651.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,1,0,0.45,0,0,26.2875,4,2,817473.0
1,1,1,0.675,1,0,59.4,2,0,817603.0
0,3,0,0.3,0,0,7.4958,2,2,349209.0
0,1,0,0.5875,0,0,34.0208,3,2,36967.0
1,2,1,0.425,0,0,10.5,5,2,334260.0
0,3,0,0.0,0,0,15.75,2,1,24.0
1,2,1,0.45,1,0,26.0,2,2,226875.0
0,3,0,0.4,0,0,7.8958,2,2,349242.0
1,1,1,0.375,0,0,93.5,1,2,12749.0
0,3,0,0.275,0,0,7.8958,2,2,349252.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,1,1,0.55,0,1,57.9792,1,0,111361.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.5,0,0,7.75,2,1,367232.0
1,2,1,0.625,0,0,10.5,2,2,1714258.0
0,1,0,0.0,0,0,15.75,2,2,221.0
0,3,0,0.4875,0,0,7.925,2,2,3101296.0
0,2,0,0.2875,2,1,11.5,2,2,29104.0
1,2,1,0.025,1,1,26.0,2,2,26360.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.2125,1,1,7.2292,2,0,2690.0
1,3,1,0.0,2,0,15.75,2,0,22.0
0,3,1,0.375,0,0,8.6625,2,2,315084.0
1,2,1,0.0875,0,2,26.25,2,2,513529.0
0,1,0,0.5625,0,0,26.55,1,2,113050.0
1,1,1,0.375,0,0,106.425,2,0,817761.0
0,3,0,0.0,0,0,15.75,2,2,14.0
1,1,1,0.275,0,2,49.5,1,0,13568.0
1,1,1,0.45,0,2,71.0,1,2,185735.0
0,3,1,0.1125,4,2,31.275,2,2,347082.0
0,3,1,0.1375,4,2,31.275,2,2,347082.0
1,2,0,0.4,1,0,26.0,2,2,2908.0
0,1,0,0.625,1,0,106.425,2,0,817761.0
0,1,0,0.8,0,0,26.0,2,2,693.0
1,2,1,0.2375,1,0,26.0,2,2,2908.0
1,2,0,0.0,0,0,15.75,2,0,13.0
0,3,0,0.4125,1,1,20.525,2,2,363291.0
1,2,0,0.1,1,1,36.75,2,2,333112.0
1,1,0,0.2125,0,2,110.8833,2,0,17421.0
0,2,0,0.3375,0,0,26.0,2,2,244358.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,3,0,0.275,0,0,7.225,2,0,2620.0
1,3,1,0.275,0,0,7.775,2,2,347085.0
0,1,0,0.775,0,0,26.55,2,2,113807.0
1,1,1,0.6,1,0,39.6,0,0,11755.0
0,1,0,0.0,0,0,15.75,2,0,227.0
1,1,1,0.4875,1,1,79.65,4,2,110413.0
1,3,1,0.45,1,0,17.4,2,2,345572.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.5,0,0,7.8958,2,2,349251.0
0,2,0,0.35,0,0,13.5,2,2,218629.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,3,1,0.0,0,0,15.75,2,2,8.0
0,3,0,0.3,2,0,24.15,2,2,14.0
0,3,0,0.2375,0,0,7.8958,2,2,349205.0
0,3,1,0.3625,0,4,21.075,2,2,349909.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,3,0,0.4,0,0,7.8542,2,2,350417.0
1,2,0,0.775,0,0,10.5,2,2,10752.0
1,1,1,0.6625,2,0,51.4792,2,2,11769.0
1,1,0,0.45,0,0,26.3875,4,2,817474.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,3,0,0.2,0,0,8.05,2,2,14.0
0,3,0,0.2375,0,0,14.5,2,2,358585.0
1,2,1,0.425,0,0,13.0,2,2,243880.0
1,1,1,0.4875,1,0,55.9,4,2,13507.0
0,3,1,0.0125,0,0,15.75,2,0,14.0
1,3,0,0.4,0,0,7.925,2,2,152.0
1,2,1,0.3125,1,1,30.0,2,2,237789.0
1,1,1,0.4875,1,1,110.8833,2,0,17421.0
0,2,0,0.675,0,0,26.0,2,2,28403.0
0,1,0,0.45,0,0,40.125,0,0,13049.0
0,3,0,0.0,0,0,15.75,2,0,8.0
1,1,1,0.225,0,2,79.65,4,2,110413.0
0,2,0,0.5875,0,0,15.0,2,2,237565.0
1,1,0,0.75,1,1,79.2,1,0,13567.0
0,3,0,0.275,0,0,8.05,2,2,14973.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,3,0,0.4375,0,0,7.125,2,2,152.0
1,1,1,0.65,1,0,78.2667,3,0,36947.0
0,3,0,0.5875,0,0,7.25,2,2,15.0
0,3,1,0.0,2,0,15.75,2,1,7.0
0,2,0,0.4625,1,0,26.0,2,2,1129037.0
0,3,0,0.45,1,1,24.15,2,2,345773.0
1,2,1,0.0,0,0,15.75,2,2,33.0
0,3,0,0.6125,0,0,0.0,2,2,60.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,1,0,0.6125,1,0,56.9292,0,0,817485.0
1,2,1,0.3,2,1,27.0,2,2,243847.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,1,0,0.0,0,0,15.75,2,2,42.0
0,3,0,0.55,0,0,8.05,2,2,364511.0
1,1,0,0.4375,0,0,26.55,2,0,111426.0
0,3,0,0.45,1,0,15.55,2,2,349910.0
0,3,0,0.375,0,0,7.8958,2,2,349246.0
1,1,0,0.3375,0,0,30.5,2,2,113804.0
1,2,1,0.275,1,2,41.5792,2,0,112123.0
1,1,1,0.5,0,0,153.4625,2,2,817582.0
0,3,1,0.4875,1,5,31.275,2,2,347082.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,3,1,0.0125,0,0,15.75,2,1,15.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.4375,0,0,8.05,2,2,364512.0
1,2,1,0.3,1,2,65.0,2,2,220845.0
0,3,0,0.425,1,1,14.4,2,2,347080.0
0,3,1,0.325,1,0,16.1,2,2,15.0
1,2,1,0.05,2,1,39.0,5,2,230136.0
0,2,0,0.325,0,0,10.5,2,2,31028.0
0,3,0,0.3375,1,0,14.4542,2,0,2659.0
1,1,0,0.525,1,0,52.5542,3,2,11753.0
1,3,0,0.25,1,1,15.7417,2,0,2653.0
0,3,0,0.2625,0,0,7.8542,2,2,350029.0
0,3,0,0.2625,0,0,16.1,2,2,54636.0
0,1,0,0.7625,0,0,32.3208,3,2,36963.0
0,2,0,0.7125,0,0,12.35,2,1,219533.0
1,1,1,0.2625,0,0,77.9583,3,2,13502.0
0,3,0,0.325,0,0,7.8958,2,2,349224.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,0,1.0,0,0,30.0,0,2,27042.0
0,3,0,0.6375,0,0,7.0542,2,2,347743.0
1,1,0,0.4,0,0,30.5,1,0,13214.0
0,1,0,0.0,0,0,15.75,2,2,0.0
0,3,1,0.1125,3,2,27.9,2,2,347088.0
1,2,1,0.35,0,0,13.0,2,2,237668.0
0,3,0,0.4,0,0,7.925,2,2,152.0
0,2,0,0.3875,1,1,26.25,2,2,331921.0
0,3,1,0.5125,0,5,39.6875,2,2,3101295.0
0,3,0,0.0125,0,0,15.75,2,2,16.0
0,3,0,0.25,0,0,7.8542,2,2,350050.0
1,1,1,0.3,0,0,69.3,1,0,817477.0
0,3,1,0.025,3,2,27.9,2,2,347088.0
1,3,0,0.0,0,0,15.75,2,2,56.0
1,3,1,0.0125,2,1,19.2583,2,0,2666.0
1,1,0,0.6,1,0,76.7292,3,0,817572.0
0,3,0,0.2375,0,0,7.8958,2,2,349231.0
1,1,0,0.7,0,0,35.5,0,0,13213.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,3,1,0.2875,0,0,7.55,2,2,42314.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,2,1,0.225,0,1,23.0,2,2,231919.0
0,3,0,0.2625,0,0,8.4333,2,2,8475.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,3,1,0.225,0,0,6.75,2,1,365226.0
0,2,0,0.3,2,0,73.5,2,2,1014879.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,1,0.4,1,1,15.5,2,1,364849.0
0,2,0,0.2875,0,0,13.0,2,2,29751.0
0,1,0,0.725,0,2,113.275,3,0,35273.0
1,1,0,0.625,2,0,133.65,2,2,817611.0
0,3,0,0.5,0,0,7.225,2,0,2623.0
0,1,0,0.5875,0,0,25.5875,4,2,5727.0
0,3,0,0.45,0,0,7.4958,2,2,349210.0
1,3,0,0.25,1,0,7.925,2,2,152.0
0,2,0,0.4,2,0,73.5,2,2,1014879.0
0,2,0,0.3125,0,0,13.0,2,2,234686.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.5375,0,0,8.05,2,2,15.0
1,1,1,0.0125,0,0,15.75,2,2,52.0
1,2,1,0.5,1,1,39.0,2,2,29750.0
0,1,0,0.3875,1,0,52.0,1,2,512750.0
0,2,0,0.875,0,0,10.5,2,2,324580.0
1,2,0,0.3875,0,0,13.0,2,2,244270.0
0,2,0,0.0,0,0,15.75,2,2,0.0
0,3,0,0.225,0,0,7.775,2,2,349912.0
0,3,0,0.3,0,0,8.05,2,2,342826.0
1,3,1,0.225,0,0,9.8417,2,2,4138.0
0,3,1,0.5375,1,6,46.9,2,2,42144.0
1,1,0,0.45,0,1,512.3292,1,0,817755.0
0,3,1,0.0,0,0,15.75,2,1,8.0
1,1,0,0.3375,0,0,76.7292,3,0,817572.0
0,3,0,0.25,0,0,9.225,2,2,6563.0
0,3,0,0.175,5,2,46.9,2,2,42144.0
0,2,0,0.75,1,1,39.0,2,2,29750.0
0,2,0,0.3125,1,2,41.5792,2,0,112123.0
0,3,0,0.175,4,1,39.6875,2,2,3101295.0
0,3,0,0.2375,0,0,10.1708,2,2,349228.0
0,3,0,0.225,0,0,7.7958,2,2,350036.0
1,1,1,0.1875,0,1,211.3375,1,2,24160.0
1,1,0,0.3875,1,0,57.0,1,2,17474.0
1,3,1,0.05,0,1,13.4167,2,0,349256.0
1,3,0,0.0,0,0,15.75,2,2,56.0
0,3,0,0.3125,0,0,7.225,2,0,2672.0
0,1,0,0.75,0,0,26.55,2,2,113800.0
0,2,0,0.65,0,0,13.5,2,2,248731.0
0,3,0,0.55,0,0,8.05,2,2,363592.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,1,0,0.6125,1,1,110.8833,2,0,17421.0
0,3,0,0.525,0,0,7.65,5,2,348121.0
1,1,1,0.225,1,0,227.525,2,0,817757.0
1,1,0,0.4375,0,0,26.2875,4,2,817475.0
0,3,1,0.225,0,1,14.4542,2,0,2691.0
0,3,0,0.3125,0,0,7.7417,2,1,36864.0
0,3,0,0.325,1,0,7.8542,2,2,350025.0
0,2,0,0.4875,0,0,26.0,2,2,250655.0
1,2,1,0.5625,0,0,13.5,2,2,223596.0
1,1,0,0.525,0,0,26.2875,4,2,817476.0
1,1,1,0.275,0,0,151.55,2,2,113781.0
1,3,0,0.0125,1,0,15.75,2,0,15.0
1,1,1,0.3,0,0,49.5042,2,0,817482.0
0,1,0,0.0,0,0,15.75,2,2,26.0
1,1,0,0.6,1,0,52.0,2,2,19996.0
0,3,0,0.3625,0,0,9.4833,2,2,7545.0
0,2,0,0.65,0,0,13.0,2,2,250647.0
0,3,0,0.2375,0,0,7.65,5,2,348124.0
1,1,1,0.475,0,0,227.525,2,0,817757.0
1,2,1,0.3375,0,0,10.5,4,2,34218.0
0,3,0,0.0,0,0,15.75,2,1,15.0
0,3,0,0.4125,0,0,7.775,2,2,347062.0
1,2,1,0.075,0,1,33.0,2,2,248727.0
0,3,0,0.2125,1,0,7.0542,2,2,350048.0
0,2,0,0.425,0,0,13.0,2,2,12233.0
0,2,0,0.625,0,0,13.0,2,2,250643.0
1,1,0,0.3375,1,0,53.1,4,2,113806.0
0,3,0,0.25,0,0,8.6625,2,2,315094.0
1,2,1,0.375,3,0,21.0,2,2,31027.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,2,0,0.3125,1,0,26.0,2,2,236853.0
0,3,1,0.3125,1,0,7.925,2,2,152.0
1,1,1,0.3625,0,0,211.3375,1,2,24160.0
0,3,0,0.1375,0,0,18.7875,2,0,2699.0
0,2,0,0.0,0,0,15.75,2,2,0.0
0,2,0,0.2875,0,0,13.0,2,2,28425.0
0,2,0,0.2875,0,0,13.0,2,2,233639.0
0,3,0,0.35,0,0,16.1,2,2,54636.0
0,3,1,0.6,1,3,34.375,2,2,176608.0
1,1,0,0.4375,0,0,512.3292,1,0,817755.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,1,0,0.0,0,0,15.75,2,2,30.0
0,1,0,0.45,1,0,78.85,2,2,19877.0
1,1,1,0.2625,2,2,262.375,1,0,817608.0
0,3,0,0.3,1,0,16.1,2,2,376566.0
1,3,0,0.3875,0,0,7.925,2,2,152.0
0,1,0,0.875,1,1,71.0,1,2,185735.0
0,3,0,0.2,1,1,20.25,2,2,32673.0
1,2,1,0.375,0,0,13.0,2,2,250648.0
0,1,0,0.2375,1,0,53.1,3,2,113773.0
0,3,0,0.3875,0,0,7.75,2,1,335097.0
1,2,1,0.05,1,1,23.0,2,2,29103.0
1,3,0,0.075,0,1,12.475,4,2,392096.0
0,3,0,0.4125,0,0,9.5,2,2,345780.0
0,3,0,0.2875,0,0,7.8958,2,2,349204.0
1,2,1,0.6,1,2,65.0,2,2,220845.0
1,2,0,0.0125,1,1,14.5,2,2,250649.0
0,3,0,0.35,0,0,7.7958,2,2,350042.0
0,2,0,0.225,0,0,11.5,2,2,29108.0
0,3,0,0.425,0,0,8.05,2,2,363294.0
1,1,1,0.4125,0,0,86.5,1,2,110152.0
0,3,0,0.0,0,0,15.75,2,2,14.0
0,3,0,0.5125,0,0,7.125,2,2,142.0
1,3,0,0.25,0,0,7.2292,2,0,2663.0
1,1,1,0.45,1,2,120.0,1,2,113760.0
0,3,0,0.2,0,0,7.775,2,2,347074.0
1,1,1,0.6375,1,0,77.9583,3,2,13502.0
0,1,0,0.0,0,0,15.75,2,0,39.0
0,3,1,0.375,0,0,7.75,2,1,364850.0
0,3,0,0.0125,0,0,15.75,2,1,24.0
0,3,0,0.4,0,0,8.3625,2,2,8471.0
0,3,0,0.3,0,0,9.5,2,2,345781.0
0,3,0,0.6,0,0,7.8542,2,2,350047.0
0,2,1,0.7125,0,0,10.5,4,2,103.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,2,1,0.675,1,3,23.0,2,2,29105.0
0,3,0,0.225,0,0,7.75,2,2,347078.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,3,1,0.0625,0,0,12.475,2,2,364516.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.5375,0,1,211.3375,1,2,24160.0
1,3,1,0.1625,0,0,7.2292,2,0,2687.0
1,1,1,0.2125,1,0,57.0,1,2,17474.0
0,1,0,0.3625,0,0,30.0,3,2,113501.0
0,3,0,0.0125,2,0,15.75,2,2,23.0
0,3,0,0.3125,0,0,7.05,2,2,143101312.0
0,3,0,0.3125,0,0,7.25,2,2,374887.0
1,3,1,0.225,0,0,7.4958,2,2,3101265.0
0,3,0,0.1,4,1,29.125,2,1,382652.0
1,3,0,0.0125,1,2,20.575,2,2,32315.0
0,1,0,0.575,0,0,79.2,1,0,817593.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,2,0,0.2,0,0,26.0,2,2,239865.0
0,3,1,0.1,2,0,15.75,2,2,69.0
0,1,0,0.0,0,0,15.75,2,0,30.0
0,3,0,0.3125,0,0,7.8958,2,2,349203.0
0,2,0,0.4875,0,0,13.0,2,2,28213.0
1,1,1,0.6125,0,0,25.9292,3,2,17465.0
1,3,1,0.3875,0,0,8.6833,2,2,349244.0
0,3,0,0.375,0,0,7.2292,2,0,2685.0
0,3,1,0.375,1,1,24.15,2,2,345773.0
0,2,0,0.425,0,0,13.0,2,2,250647.0
1,2,1,0.3875,1,1,26.25,2,2,331921.0
1,1,0,0.1375,1,2,120.0,1,2,113760.0
1,3,0,0.0,0,1,8.5167,2,0,2625.0
1,3,0,0.3375,0,0,6.975,2,2,347089.0
0,3,0,0.3875,0,0,7.775,2,2,347063.0
0,1,0,0.4875,0,0,0.0,0,2,112050.0
0,3,1,0.225,0,0,7.775,2,2,347087.0
0,2,0,0.4875,0,0,13.0,2,2,248723.0
1,1,1,0.4125,1,0,53.1,4,2,113806.0
0,3,0,0.325,0,0,7.8875,2,2,3474.0
0,3,0,0.4875,0,0,24.15,2,2,14.0
0,2,0,0.4375,0,0,10.5,2,2,28206.0
0,3,1,0.075,4,2,31.275,2,2,347082.0
0,3,0,0.375,0,0,8.05,2,2,364499.0
0,1,0,0.0,0,0,15.75,2,2,0.0
0,3,1,0.2875,0,0,7.925,2,2,152.0
0,2,0,0.3875,1,1,37.0042,2,0,102079.0
0,3,0,0.5375,0,0,6.45,2,2,37075.0
0,3,0,0.125,3,2,27.9,2,2,347088.0
1,1,1,0.65,1,1,93.5,1,2,12749.0
1,3,0,0.3375,0,0,8.6625,2,2,315098.0
0,1,0,0.475,0,0,0.0,2,2,19972.0
1,3,1,0.3375,0,1,12.475,4,2,392096.0
0,3,0,0.025,4,1,39.6875,2,2,3101295.0
0,3,0,0.0,0,0,15.75,2,1,6.0
0,3,0,0.0,0,0,15.75,2,2,56.0
1,2,0,0.0125,0,2,37.0042,2,0,102079.0
1,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.775,0,0,80.0,1,2,113572.0
1,3,1,0.1875,1,0,14.4542,2,0,2659.0
1,2,0,0.0125,1,1,18.75,2,2,29106.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.2875,0,0,7.8542,2,2,347468.0
0,3,0,0.225,0,0,8.3,2,2,2223.0
1,1,1,0.4875,1,1,83.1583,4,0,817756.0
0,3,0,0.2625,0,0,8.6625,2,2,315097.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,3,0,0.4,0,0,56.4958,2,2,1601.0
1,1,0,0.0,0,0,15.75,2,0,29.0
0,3,0,0.25,0,0,7.925,2,2,142.0
0,2,0,0.2,0,0,10.5,2,2,103.0
1,1,1,0.375,0,0,31.0,2,0,113798.0
0,3,0,0.425,0,0,6.4375,2,0,2683.0
0,3,0,0.2125,0,0,8.6625,2,2,315090.0
0,3,0,0.525,0,0,7.55,2,2,35547.0
0,3,0,0.1,2,0,15.75,2,2,69.0
0,3,0,0.4375,0,0,7.8958,2,0,349213.0
0,2,0,0.35,0,1,33.0,2,2,248727.0
1,1,1,0.0125,0,0,15.75,2,0,89.0
0,3,0,0.05,4,2,31.275,2,2,347082.0
0,3,0,0.925,0,0,7.775,2,2,347060.0
0,3,1,0.1125,1,1,15.2458,2,0,2678.0
1,1,1,0.2,0,1,39.4,3,2,817592.0
0,2,1,0.55,1,0,26.0,2,2,244252.0
1,3,1,0.225,0,1,9.35,2,2,392091.0
1,1,1,0.5625,1,1,164.8667,2,2,36928.0
1,1,0,0.6375,0,0,26.55,4,2,113055.0
1,3,1,0.3,0,3,19.2583,2,0,2666.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.5125,2,0,14.1083,2,2,350026.0
0,2,0,0.2625,1,0,11.5,2,2,28134.0
1,1,1,0.6,0,0,25.9292,3,2,17466.0
0,3,1,0.1,2,0,15.75,2,2,69.0
0,2,0,0.3,0,0,13.0,2,2,233866.0
1,2,1,0.525,0,0,13.0,2,2,236852.0
1,2,1,0.3375,1,0,13.8583,2,0,112149.0
0,1,0,0.3875,0,0,50.4958,0,2,817590.0
0,3,0,0.0,0,0,15.75,2,2,9.0
1,3,0,0.05,1,1,11.1333,2,2,347742.0
0,3,0,0.325,0,0,7.8958,2,2,349248.0
1,1,1,0.5875,1,1,52.5542,3,2,11751.0
0,1,0,0.4125,0,0,5.0,1,2,695.0
0,3,0,0.5875,0,0,9.0,2,2,345765.0
1,2,1,0.35,1,0,24.0,2,0,73381.0
1,3,1,0.1875,0,0,7.225,2,0,2667.0
0,3,0,0.25,0,0,9.8458,2,2,7534.0
0,3,0,0.2375,0,0,7.8958,2,2,349212.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,1,1,0.7,0,1,83.1583,2,0,11767.0
1,2,1,0.3125,0,1,26.0,2,2,230433.0
0,3,0,0.4125,0,0,7.8958,2,2,349257.0
0,3,1,0.275,0,0,10.5167,2,2,7552.0
0,2,0,0.35,0,0,10.5,2,2,334068.0
0,3,0,0.3125,0,0,7.05,2,2,14392076.0
0,3,1,0.4875,0,5,29.125,2,1,382652.0
0,2,0,0.3375,0,0,13.0,2,2,211536.0
1,1,1,0.2375,0,0,30.0,1,2,112053.0
0,3,1,0.0125,2,0,15.75,2,2,23.0
1,1,0,0.325,0,0,30.0,2,0,111369.0
0,3,0,0.4,0,0,7.75,2,1,370376.0
0,3,0,0.425,0,0,7.8292,2,1,330911.0
1,3,1,0.5875,1,0,7.0,2,2,363272.0
0,2,0,0.775,0,0,9.6875,2,1,240276.0
0,3,0,0.3375,0,0,8.6625,2,2,315154.0
1,3,1,0.275,1,1,12.2875,2,2,3101298.0
0,3,0,0.175,0,0,9.225,2,2,7538.0
1,3,1,0.375,0,0,7.6292,2,1,330972.0
0,2,0,0.325,1,1,29.0,2,2,248738.0
1,3,1,0.225,0,0,7.2292,2,0,2657.0
0,3,0,0.2625,2,0,24.15,2,2,14.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,1,0,0.575,0,0,26.0,2,2,694.0
1,1,1,0.2875,1,0,82.2667,1,2,21228.0
0,2,0,0.7875,1,0,26.0,2,2,24065.0
1,1,1,0.5875,1,0,61.175,4,2,175734.0
1,2,1,0.3,1,0,27.7208,2,0,112167.0
0,2,0,0.4375,0,0,12.35,2,1,233734.0
0,3,0,0.2625,0,0,7.225,2,0,2692.0
1,3,1,0.3375,1,0,7.925,2,2,152.0
1,3,1,0.5625,0,0,7.225,2,0,2696.0
0,1,0,0.6875,1,0,59.4,2,0,817603.0
0,3,0,0.1125,0,1,3.1708,2,2,317368.0
1,1,1,0.0,0,0,15.75,2,2,31.0
0,1,0,0.2625,0,1,61.3792,2,0,817597.0
1,1,1,0.6,1,3,262.375,1,0,817608.0
0,3,0,0.625,1,0,14.5,2,2,15.0
1,1,1,0.275,0,1,61.9792,1,0,113509.0
0,3,0,0.275,0,0,7.225,2,0,2698.0
0,1,0,0.5125,0,0,30.5,0,2,113054.0
0,3,0,0.025,0,0,15.75,2,0,21.0
0,2,0,0.625,1,0,26.0,2,2,113085.0
0,2,0,0.3,2,0,31.5,2,2,331029.0
1,3,1,0.4125,1,2,20.575,2,2,32315.0
1,3,1,0.0125,2,0,15.75,2,2,23.0
0,1,0,0.375,1,0,57.75,2,0,13236.0
0,3,0,0.225,0,0,7.2292,2,0,2682.0
1,3,1,0.0,0,0,15.75,2,2,8.0
1,3,1,0.2625,0,0,8.6625,2,2,315087.0
0,3,0,0.3125,0,0,9.5,2,2,345768.0
0,3,0,0.0,0,0,15.75,2,2,56.0
0,3,0,0.4875,0,1,13.4167,2,0,349256.0
0,1,0,0.0,0,0,15.75,2,2,26.0
0,3,0,0.5125,0,0,7.85,2,2,143101263.0
1,2,1,0.375,0,0,13.0,2,2,237249.0
1,1,1,0.5625,1,0,52.5542,3,2,11753.0
0,3,0,0.3125,0,0,7.925,2,2,152.0
0,1,0,0.5625,0,0,29.7,0,0,817594.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.75,0,0,76.2917,3,0,11813.0
1,3,1,0.45,0,2,15.9,2,2,337671.0
0,1,0,0.3,1,0,60.0,2,2,13695.0
0,2,0,0.3375,0,0,15.0333,2,0,112168.0
1,2,1,0.25,2,1,23.0,2,2,29105.0
1,1,1,0.35,3,2,263.0,2,2,19950.0
0,2,0,0.0,0,0,15.75,2,0,15.0
0,3,0,0.125,4,1,29.125,2,1,382652.0
0,3,0,0.4375,0,0,7.8958,2,2,349230.0
0,3,0,0.3125,0,0,7.65,5,2,348122.0
0,3,0,0.0125,0,0,15.75,2,2,16.0
1,1,1,0.45,0,0,262.375,1,0,817608.0
0,3,0,0.2125,0,0,7.8958,2,2,349232.0
0,2,0,0.4,0,0,13.5,2,2,237216.0
0,3,0,0.225,0,0,7.75,2,2,347090.0
1,3,1,0.275,0,0,7.725,2,1,334914.0
0,1,0,0.1625,2,2,262.375,1,0,817608.0
1,2,1,0.0,0,0,15.75,2,2,21.0
1,3,1,0.225,0,0,7.8792,2,1,330963.0
0,1,0,0.5875,0,0,42.4,2,2,113796.0
0,1,0,0.3875,0,0,28.5375,2,0,2543.0
1,1,1,0.75,1,4,263.0,2,2,19950.0
1,3,1,0.3,0,0,7.75,2,1,382653.0
0,3,0,0.2625,0,0,7.8958,2,2,349211.0
1,3,1,0.3625,0,0,7.925,2,2,3101297.0
0,1,0,0.35,0,0,27.7208,3,0,817562.0
1,1,1,0.4375,0,0,211.5,2,0,113503.0
0,1,0,0.4,0,0,211.5,2,0,113503.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,1,1,0.6875,2,0,25.7,2,2,11770.0
0,2,0,0.375,0,0,13.0,2,2,248744.0
1,3,1,0.3,0,0,7.75,2,1,368702.0
0,3,0,0.075,1,1,15.2458,2,0,2678.0
0,1,0,0.8375,1,0,221.7792,2,2,817483.0
0,1,0,0.6125,0,0,26.0,2,2,19924.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,2,0,0.0,0,0,15.75,2,1,10.0
0,3,0,0.0125,0,0,15.75,2,0,14.0
1,3,1,0.3375,0,0,7.8792,2,1,330844.0
1,3,1,0.225,0,0,8.05,2,2,14.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,2,0,0.025,1,1,23.0,2,2,29103.0
1,3,1,0.275,1,0,13.9,2,2,347072.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,1,1,0.3375,1,2,52.0,1,2,512750.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,1,0,0.3125,0,0,26.0,2,0,13905.0
0,3,0,0.3125,0,0,7.7958,2,2,350033.0
1,1,1,0.95,1,0,78.85,2,2,19877.0
0,3,0,0.3625,0,0,7.925,2,2,152.0
1,3,1,0.25,0,0,7.8542,2,2,347471.0
0,3,0,0.4125,0,0,8.05,2,2,15.0
1,1,1,0.5375,1,0,55.4417,2,0,11778.0
0,2,0,0.3375,1,0,26.0,2,2,228414.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.325,0,0,7.775,2,2,347070.0
1,3,1,0.2,1,1,8.5167,2,0,2625.0
0,3,0,0.35,0,0,22.525,2,2,34001.0
0,3,0,0.2625,0,0,7.8208,2,1,330920.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,2,0,0.225,0,0,13.0,5,2,248734.0
0,2,0,0.5125,0,0,15.0458,2,0,237734.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,1,1,0.45,0,0,31.6792,0,0,817531.0
1,3,1,0.225,0,0,7.2833,2,1,329944.0
1,1,1,0.7875,1,0,221.7792,2,2,817483.0
0,3,0,0.225,1,0,14.4542,2,0,2680.0
0,3,0,0.0,0,0,15.75,2,0,6.0
1,3,1,0.0125,1,1,16.7,6,2,99549.0
0,1,0,0.45,0,0,75.2417,2,0,13050.0
1,2,1,0.3625,1,0,26.0,2,2,1129037.0
1,2,1,0.15,0,0,15.75,2,2,333595.0
0,3,0,0.0125,0,0,15.75,2,1,7.0
1,1,1,0.4375,1,0,57.75,2,0,13236.0
0,3,0,0.35,0,0,7.25,2,2,392095.0
